,ano_eleicao,nome,nome_urna,numero_sequencial,numero_urna,sigla_uf_nascimento,sigla_partido,numero_partido,tipo_agremiacao,descricao_cargo,despesa_maxima_campanha,idade_data_posse,descricao_cor_raca,descricao_estado_civil,descricao_genero,descricao_grau_instrucao,descricao_nacionalidade,descricao_ocupacao,concorre_reeleicao,declara_bens,descricao_totalizacao_turno
1249512,2010,DILSON MALHEIROS DRUMOND,DR. DILSON DRUMOND,190000000842,1212.0,RJ,PDT,12,,DEPUTADO FEDERAL,950000.0,,,DIVORCIADO(A),MASCULINO,SUPERIOR COMPLETO,BRASILEIRA NATA,MEDICO,,,SUPLENTE
1249513,2010,DOMINGOS GATTO NUNES,GATTO,190000003464,7022.0,RJ,PT DO B,70,,DEPUTADO FEDERAL,3000000.0,,,CASADO(A),MASCULINO,SUPERIOR INCOMPLETO,BRASILEIRA NATA,COMERCIANTE,,,NAO ELEITO
1249514,2010,DORIVALDE GODOY PEREIRA DE ASSIS,DORI,190000003324,4323.0,RJ,PV,43,,DEPUTADO FEDERAL,1500000.0,,,CASADO(A),MASCULINO,SUPERIOR COMPLETO,BRASILEIRA NATA,OUTROS,,,SUPLENTE
1249515,2010,DORVALINA MARIA DA SILVA BATISTA,DORVALINA MARIA DA SILVA BATIS,190000001176,4509.0,MG,PSDB,45,,DEPUTADO FEDERAL,2000000.0,,,CASADO(A),FEMININO,ENSINO FUNDAMENTAL COMPLETO,BRASILEIRA NATA,DONA DE CASA,,,SUPLENTE
1249516,2010,DRAULO VALENTE GOMES,DUU GOMES,190000002507,2214.0,RJ,PR,22,,DEPUTADO FEDERAL,3000000.0,,,CASADO(A),MASCULINO,ENSINO FUNDAMENTAL COMPLETO,BRASILEIRA NATA,EMPRESARIO,,,SUPLENTE
1249517,2010,EBER PEREIRA RANAURO,EBER RANAURO,190000000843,1245.0,RJ,PDT,12,,DEPUTADO FEDERAL,950000.0,,,DIVORCIADO(A),MASCULINO,SUPERIOR COMPLETO,BRASILEIRA NATA,ADVOGADO,,,SUPLENTE
1249518,2010,EBER SOARES DE SOUZA,EBER DE SOUZA,190000001177,4533.0,RJ,PSDB,45,,DEPUTADO FEDERAL,2000000.0,,,CASADO(A),MASCULINO,SUPERIOR COMPLETO,BRASILEIRA NATA,ADVOGADO,,,SUPLENTE
1249519,2010,EDELZUITA DE LOURDES SANTOS DE OLIVEIRA,DRA EDELZUITA,190000000844,1214.0,BA,PDT,12,,DEPUTADO FEDERAL,950000.0,,,VIUVO(A),FEMININO,SUPERIOR COMPLETO,BRASILEIRA NATA,DONA DE CASA,,,SUPLENTE
1249520,2010,EDIBERTO BARROS,EDIBERTO BARROS,190000003618,5053.0,RJ,PSOL,50,,DEPUTADO FEDERAL,500000.0,,,CASADO(A),MASCULINO,SUPERIOR INCOMPLETO,BRASILEIRA NATA,"CARPINTEIRO, MARCENEIRO E ASSEMELHADOS",,,SUPLENTE
1249521,2010,EDILSON DO NASCIMENTO PITOMBEIRA,PITOMBEIRA,190000002115,1950.0,CE,PTN,19,,DEPUTADO FEDERAL,2000000.0,,,CASADO(A),MASCULINO,SUPERIOR INCOMPLETO,BRASILEIRA NATA,CABELEIREIRO E BARBEIRO,,,SUPLENTE
1249522,2010,EDILSON GUIMARAES MAIA,EDILSON MAIA,190000003165,1077.0,RJ,PRB,10,,DEPUTADO FEDERAL,0.0,,,CASADO(A),MASCULINO,ENSINO MEDIO COMPLETO,BRASILEIRA NATA,CANTOR E COMPOSITOR,,,SUPLENTE
1249523,2010,EDMILSON DE SOUZA BITTENCOURT,EDMILSON BITTENCOURT,190000002116,1420.0,RJ,PTB,14,,DEPUTADO FEDERAL,2000000.0,,,CASADO(A),MASCULINO,ENSINO MEDIO COMPLETO,BRASILEIRA NATA,SERVIDOR PUBLICO ESTADUAL,,,SUPLENTE
1249524,2010,EDMILSON JOSE VALENTIM DOS SANTOS,EDMILSON VALENTIM,190000001843,6565.0,RJ,PC DO B,65,,DEPUTADO FEDERAL,2500000.0,,,CASADO(A),MASCULINO,SUPERIOR INCOMPLETO,BRASILEIRA NATA,DEPUTADO,,,SUPLENTE
1249525,2010,EDNEI DE OLIVEIRA,EDNEI,190000001691,2016.0,RJ,PSC,20,,DEPUTADO FEDERAL,2000000.0,,,SEPARADO(A) JUDICIALMENTE,MASCULINO,SUPERIOR COMPLETO,BRASILEIRA NATA,DIRETOR DE EMPRESAS,,,SUPLENTE
1249526,2010,EDSON DOS SANTOS,DR EDSON SARNEY,190000002508,2238.0,RJ,PR,22,,DEPUTADO FEDERAL,3000000.0,,,CASADO(A),MASCULINO,SUPERIOR COMPLETO,BRASILEIRA NATA,EMPRESARIO,,,SUPLENTE
1249527,2010,EDSON EZEQUIEL DE MATOS,EZEQUIEL,190000001692,1512.0,PE,PMDB,15,,DEPUTADO FEDERAL,6000000.0,,,CASADO(A),MASCULINO,SUPERIOR COMPLETO,BRASILEIRA NATA,OUTROS,,,MEDIA
1249528,2010,EDSON FLAVIO COELHO,EDSON FLAVIO,190000002509,2245.0,RJ,PR,22,,DEPUTADO FEDERAL,3000000.0,,,CASADO(A),MASCULINO,SUPERIOR COMPLETO,BRASILEIRA NATA,OUTROS,,,SUPLENTE
1249529,2010,EDSON FREITAS GOMES,EDSON FREITAS,190000003166,1008.0,RJ,PRB,10,,DEPUTADO FEDERAL,0.0,,,CASADO(A),MASCULINO,ENSINO MEDIO COMPLETO,BRASILEIRA NATA,EMPRESARIO,,,
1249530,2010,EDSON JOSE COSTA DE SOUZA,EDSON SOUZA,190000002510,2249.0,RJ,PR,22,,DEPUTADO FEDERAL,3000000.0,,,CASADO(A),MASCULINO,SUPERIOR COMPLETO,BRASILEIRA NATA,CABELEIREIRO E BARBEIRO,,,SUPLENTE
1249531,2010,EDSON MOREIRA BRIGIDO,EDSON BRIGIDO,190000001773,1769.0,RJ,PSL,17,,DEPUTADO FEDERAL,1500000.0,,,CASADO(A),MASCULINO,SUPERIOR COMPLETO,BRASILEIRA NATA,MILITAR REFORMADO,,,SUPLENTE
1249532,2010,EDSON SANTOS,EDSON SANTOS,190000000147,1311.0,RJ,PT,13,,DEPUTADO FEDERAL,0.0,,,CASADO(A),MASCULINO,ENSINO MEDIO COMPLETO,BRASILEIRA NATA,DEPUTADO,,,ELEITO
1249533,2010,EDSON SILVA DE OLIVEIRA,CORONEL EDSON DO FORTE,190000003325,4321.0,RJ,PV,43,,DEPUTADO FEDERAL,1500000.0,,,CASADO(A),MASCULINO,SUPERIOR COMPLETO,BRASILEIRA NATA,OUTROS,,,SUPLENTE
1249534,2010,EDUARDO COSENTINO DA CUNHA,EDUARDO CUNHA,190000001693,1530.0,RJ,PMDB,15,,DEPUTADO FEDERAL,6000000.0,,,DIVORCIADO(A),MASCULINO,SUPERIOR COMPLETO,BRASILEIRA NATA,DEPUTADO,,,ELEITO
1249535,2010,EDUARDO DA SILVA,EDUARDO SILVA,190000002117,1910.0,RJ,PTN,19,,DEPUTADO FEDERAL,2000000.0,,,CASADO(A),MASCULINO,ENSINO MEDIO COMPLETO,BRASILEIRA NATA,"VENDEDOR PRACISTA, REPRESENTANTE, CAIXEIRO-VIAJANTE E ASSEMELHADOS",,,SUPLENTE
1249536,2010,EDUARDO DANTAS DE SA,EDUARDO DANTAS,190000001774,1789.0,RJ,PSL,17,,DEPUTADO FEDERAL,1500000.0,,,CASADO(A),MASCULINO,SUPERIOR COMPLETO,BRASILEIRA NATA,SERVIDOR PUBLICO FEDERAL,,,SUPLENTE
1249537,2010,EDUARDO HENRIQUE SOARES,EDUARDO SOARES,190000000664,4099.0,RJ,PSB,40,,DEPUTADO FEDERAL,800000.0,,,CASADO(A),MASCULINO,SUPERIOR COMPLETO,BRASILEIRA NATA,MEMBRO DAS FORCAS ARMADAS,,,SUPLENTE
1249538,2010,EISABURO MORI,MORI - SEU MIAGUI,190000003216,6511.0,RJ,PC DO B,65,,DEPUTADO FEDERAL,2500000.0,,,CASADO(A),MASCULINO,SUPERIOR INCOMPLETO,BRASILEIRA NATA,ARTISTA PLASTICO E ASSEMELHADOS,,,SUPLENTE
1249539,2010,ELAINE MENDONCA VALENTE,ELIANE VALENTE,190000002218,7045.0,RJ,PT DO B,70,,DEPUTADO FEDERAL,3000000.0,,,CASADO(A),MASCULINO,ENSINO MEDIO COMPLETO,BRASILEIRA NATA,DONA DE CASA,,,REGISTRO NEGADO ANTES DA ELEICAO
1249540,2010,ELAINE MOURA,ELAINE MOURA,190000001178,2516.0,RJ,DEM,25,,DEPUTADO FEDERAL,3000000.0,,,SOLTEIRO(A),FEMININO,SUPERIOR COMPLETO,BRASILEIRA NATA,EMPRESARIO,,,SUPLENTE
1249541,2010,ELDA MARA MELLO DE CASTRO,PROF. MARA,190000001694,2027.0,RJ,PSC,20,,DEPUTADO FEDERAL,2000000.0,,,SOLTEIRO(A),FEMININO,ENSINO MEDIO COMPLETO,BRASILEIRA NATA,APOSENTADO (EXCETO SERVIDOR PUBLICO),,,SUPLENTE
1249542,2010,ELDECI GOMES DE BARROS,ELDECI BARROS,190000003037,6550.0,PE,PC DO B,65,,DEPUTADO FEDERAL,2500000.0,,,SOLTEIRO(A),FEMININO,SUPERIOR COMPLETO,BRASILEIRA NATA,OUTROS,,,SUPLENTE
1249543,2010,ELDIO SUZANO DA FONSECA,ELDIO SUZANO,190000000665,4060.0,RJ,PSB,40,,DEPUTADO FEDERAL,800000.0,,,CASADO(A),MASCULINO,SUPERIOR COMPLETO,BRASILEIRA NATA,PETROLEIRO,,,SUPLENTE
1249544,2010,ELENICE DE JESUS RAMOS,ELENICE DE JESUS,190000002118,2769.0,RJ,PSDC,27,,DEPUTADO FEDERAL,2000000.0,,,SOLTEIRO(A),FEMININO,ENSINO FUNDAMENTAL COMPLETO,BRASILEIRA NATA,OUTROS,,,SUPLENTE
1249545,2010,ELENICE FERREIRA DE SOUZA,ELENICE,190000001179,2523.0,RJ,DEM,25,,DEPUTADO FEDERAL,3000000.0,,,DIVORCIADO(A),FEMININO,SUPERIOR COMPLETO,BRASILEIRA NATA,ADVOGADO,,,
1249546,2010,ELFO MONTEIRO DOS SANTOS,ELFO,190000003326,4373.0,RJ,PV,43,,DEPUTADO FEDERAL,1500000.0,,,CASADO(A),MASCULINO,SUPERIOR COMPLETO,BRASILEIRA NATA,EMPRESARIO,,,SUPLENTE
1249547,2010,ELI CARDOSO DE SOUZA,ELI CARDOSO,190000000666,3369.0,RJ,PMN,33,,DEPUTADO FEDERAL,800000.0,,,CASADO(A),MASCULINO,ENSINO MEDIO COMPLETO,BRASILEIRA NATA,OUTROS,,,SUPLENTE
1249548,2010,ELIANA VALENTIM,ELIANA VALENTIM,190000000845,1224.0,ES,PDT,12,,DEPUTADO FEDERAL,950000.0,,,SOLTEIRO(A),FEMININO,ENSINO MEDIO COMPLETO,BRASILEIRA NATA,COBRADOR DE TRANSPORTE COLETIVO,,,SUPLENTE
1249549,2010,ELIANE PONTES ROLIM,ELIANE ROLIM,190000000148,1321.0,RJ,PT,13,,DEPUTADO FEDERAL,0.0,,,CASADO(A),FEMININO,ENSINO MEDIO COMPLETO,BRASILEIRA NATA,OUTROS,,,SUPLENTE
1249550,2010,ELIANE SANTOS DA CUNHA,ELIANE CUNHA,190000001775,4425.0,RJ,PRP,44,,DEPUTADO FEDERAL,800000.0,,,CASADO(A),FEMININO,SUPERIOR COMPLETO,BRASILEIRA NATA,EMPRESARIO,,,SUPLENTE
1249551,2010,ELIANE SANTOS DE OLIVEIRA,ELIANE PAOLA,190000001180,2320.0,MA,PPS,23,,DEPUTADO FEDERAL,2000000.0,,,SOLTEIRO(A),FEMININO,SUPERIOR COMPLETO,BRASILEIRA NATA,OUTROS,,,
1249552,2010,ELIANE VIANA JORDAO FERNANDES,ELIANE JORDAO,190000002219,7040.0,RJ,PT DO B,70,,DEPUTADO FEDERAL,3000000.0,,,CASADO(A),FEMININO,SUPERIOR INCOMPLETO,BRASILEIRA NATA,OUTROS,,,NAO ELEITO
1249553,2010,ELIAS ANTUNES DE MEDEIROS,PROFESSOR ELIAS POSITIVO,190000000667,3366.0,RJ,PMN,33,,DEPUTADO FEDERAL,800000.0,,,DIVORCIADO(A),MASCULINO,ENSINO MEDIO COMPLETO,BRASILEIRA NATA,OUTROS,,,SUPLENTE
1249554,2010,ELIAS DOS SANTOS AZEVEDO JUNIOR,ELIAS JUNIOR,190000001776,1776.0,RJ,PSL,17,,DEPUTADO FEDERAL,1500000.0,,,CASADO(A),MASCULINO,ENSINO MEDIO INCOMPLETO,BRASILEIRA NATA,POLICIAL MILITAR,,,SUPLENTE
1249555,2010,ELIAS GUEDES ARANHA SOBRINHO,ELIAS ARANHA,190000003327,4335.0,PA,PV,43,,DEPUTADO FEDERAL,1500000.0,,,CASADO(A),MASCULINO,ENSINO MEDIO INCOMPLETO,BRASILEIRA NATA,BANCARIO E ECONOMIARIO,,,SUPLENTE
1249556,2010,ELIAS SILVA DE ANDRADE,LIA PRETO,190000002511,2292.0,RJ,PR,22,,DEPUTADO FEDERAL,3000000.0,,,CASADO(A),MASCULINO,ENSINO FUNDAMENTAL COMPLETO,BRASILEIRA NATA,COMERCIANTE,,,SUPLENTE
1249557,2010,ELIMAR DOS SANTOS,ELYMAR SANTOS,190000001695,1112.0,RJ,PP,11,,DEPUTADO FEDERAL,4000000.0,,,SOLTEIRO(A),MASCULINO,ENSINO MEDIO COMPLETO,BRASILEIRA NATA,CANTOR E COMPOSITOR,,,SUPLENTE
1249558,2010,ELISABETE APARECIDA DIAS DA SILVA,TIA BETE,190000003038,6523.0,RJ,PC DO B,65,,DEPUTADO FEDERAL,2500000.0,,,DIVORCIADO(A),FEMININO,SUPERIOR COMPLETO,BRASILEIRA NATA,SERVIDOR PUBLICO MUNICIPAL,,,SUPLENTE
1249559,2010,ELISABETE CRISTINA DE OLIVEIRA MORAES,BETE CRISTINA,190000000846,1278.0,RJ,PDT,12,,DEPUTADO FEDERAL,950000.0,,,CASADO(A),FEMININO,ENSINO MEDIO COMPLETO,BRASILEIRA NATA,RECEPCIONISTA,,,
1249560,2010,ELISAMA DE ARAUJO MORAIS,ELISAMA,190000000149,1365.0,MA,PT,13,,DEPUTADO FEDERAL,0.0,,,SOLTEIRO(A),FEMININO,ENSINO MEDIO COMPLETO,BRASILEIRA NATA,DONA DE CASA,,,SUPLENTE
1249561,2010,ELISANGELA SANTOS SODRE,ELISANGELA,190000002512,2243.0,RJ,PR,22,,DEPUTADO FEDERAL,3000000.0,,,CASADO(A),FEMININO,ENSINO MEDIO COMPLETO,BRASILEIRA NATA,VENDEDOR DE COMERCIO VAREJISTA E ATACADISTA,,,SUPLENTE
1249562,2010,ELISEU SCHUINDT,ELISEU SCHUINDT,190000000847,1266.0,RJ,PDT,12,,DEPUTADO FEDERAL,950000.0,,,SOLTEIRO(A),MASCULINO,ENSINO FUNDAMENTAL INCOMPLETO,BRASILEIRA NATA,AGRICULTOR,,,SUPLENTE
1249563,2010,ELIZABETH MARCIANO,ELIZABETH MARCIANO,190000001181,2542.0,RJ,DEM,25,,DEPUTADO FEDERAL,3000000.0,,,SOLTEIRO(A),FEMININO,ENSINO MEDIO COMPLETO,BRASILEIRA NATA,OUTROS,,,REGISTRO NEGADO ANTES DA ELEICAO
1249564,2010,ELIZETE LOPES CAVALCANTE,ELIZETE LOPES,190000000668,3363.0,RJ,PMN,33,,DEPUTADO FEDERAL,800000.0,,,DIVORCIADO(A),MASCULINO,ENSINO MEDIO COMPLETO,BRASILEIRA NATA,SERVIDOR PUBLICO MUNICIPAL,,,
1249565,2010,ELZILENI VIANA DE SOUZA,LENE ARAUJO,190000001777,1700.0,PA,PSL,17,,DEPUTADO FEDERAL,1500000.0,,,CASADO(A),FEMININO,ENSINO MEDIO COMPLETO,BRASILEIRA NATA,PROFESSOR DE ENSINO FUNDAMENTAL,,,SUPLENTE
1249566,2010,EMANUEL BASTOS TORQUATO,DR. EMANUEL TORQUATO,190000001778,1744.0,RJ,PSL,17,,DEPUTADO FEDERAL,1500000.0,,,SOLTEIRO(A),MASCULINO,SUPERIOR COMPLETO,BRASILEIRA NATA,MEDICO,,,SUPLENTE
1249567,2010,ERALDO VIEIRA DE SOUZA,CARTEIRO ERALDO VIEIRA,190000001182,2355.0,RJ,PPS,23,,DEPUTADO FEDERAL,2000000.0,,,CASADO(A),MASCULINO,ENSINO MEDIO COMPLETO,BRASILEIRA NATA,AGENTE POSTAL,,,SUPLENTE
1249568,2010,ERIC FERREIRA BRAGA,ERIC,190000001779,4477.0,RJ,PRP,44,,DEPUTADO FEDERAL,800000.0,,,CASADO(A),MASCULINO,SUPERIOR COMPLETO,BRASILEIRA NATA,OUTROS,,,SUPLENTE
1249569,2010,ERLINA CELIA DA ROCHA VIANA,PROFESSORA ERLINA,190000002513,2296.0,RJ,PR,22,,DEPUTADO FEDERAL,3000000.0,,,CASADO(A),FEMININO,SUPERIOR COMPLETO,BRASILEIRA NATA,APOSENTADO (EXCETO SERVIDOR PUBLICO),,,SUPLENTE
1249570,2010,ERONILDO MEZINI FERREIRA,CAROCO,190000003620,5088.0,RJ,PSOL,50,,DEPUTADO FEDERAL,500000.0,,,SOLTEIRO(A),MASCULINO,ENSINO FUNDAMENTAL COMPLETO,BRASILEIRA NATA,OUTROS,,,SUPLENTE
1249571,2010,EURICLEA MARIA DUARTE FERREIRA GOMES,MARISA DUARTE,190000001780,4454.0,RJ,PRP,44,,DEPUTADO FEDERAL,800000.0,,,VIUVO(A),FEMININO,ENSINO MEDIO COMPLETO,BRASILEIRA NATA,OUTROS,,,SUPLENTE
1249572,2010,EURICO ANGELO DE OLIVEIRA MIRANDA,EURICO MIRANDA,190000002801,1199.0,RJ,PP,11,,DEPUTADO FEDERAL,4000000.0,,,CASADO(A),MASCULINO,SUPERIOR COMPLETO,BRASILEIRA NATA,ADVOGADO,,,SUPLENTE
1249573,2010,EURICO PINHEIRO BERNARDES JUNIOR,EURICO JUNIOR,190000003328,4326.0,RJ,PV,43,,DEPUTADO FEDERAL,1500000.0,,,CASADO(A),MASCULINO,SUPERIOR COMPLETO,BRASILEIRA NATA,SERVIDOR PUBLICO ESTADUAL,,,SUPLENTE
1249574,2010,EVA GONCALVES ZOPELARIO,EVA,190000001781,4434.0,RJ,PRP,44,,DEPUTADO FEDERAL,800000.0,,,DIVORCIADO(A),FEMININO,ENSINO FUNDAMENTAL COMPLETO,BRASILEIRA NATA,EMPRESARIO,,,SUPLENTE
1249575,2010,EVANILDO VALENTIM DOS SANTOS,EVANILDO VALENTIM,190000002220,7018.0,RJ,PT DO B,70,,DEPUTADO FEDERAL,3000000.0,,,SOLTEIRO(A),MASCULINO,SUPERIOR INCOMPLETO,BRASILEIRA NATA,OUTROS,,,NAO ELEITO
1249576,2010,EZEQUIEL DOMINGUES LOURENCO,QUIEL CANARINHO,190000000848,1223.0,RJ,PDT,12,,DEPUTADO FEDERAL,950000.0,,,SOLTEIRO(A),MASCULINO,SUPERIOR COMPLETO,BRASILEIRA NATA,CONTADOR,,,SUPLENTE
1249577,2010,EZEQUIEL OLIVEIRA SILVA,PR EZEQUIEL OLIVEIRA,190000003167,1045.0,MA,PRB,10,,DEPUTADO FEDERAL,0.0,,,CASADO(A),MASCULINO,SUPERIOR COMPLETO,BRASILEIRA NATA,MEMBRO DAS FORCAS ARMADAS,,,SUPLENTE
1249578,2010,FABIANA LOPES GALDINO,FABIANA LOPES GALDINO,190000000669,4055.0,RJ,PSB,40,,DEPUTADO FEDERAL,800000.0,,,SOLTEIRO(A),FEMININO,SUPERIOR INCOMPLETO,BRASILEIRA NATA,AUXILIAR DE ESCRITORIO E ASSEMELHADOS,,,SUPLENTE
1249579,2010,FABIO LINS E SILVA NERY DA COSTA,FABIO LINS E SILVA,190000001183,2511.0,RJ,DEM,25,,DEPUTADO FEDERAL,3000000.0,,,CASADO(A),MASCULINO,ENSINO MEDIO INCOMPLETO,BRASILEIRA NATA,OCUPANTE DE CARGO EM COMISSAO,,,SUPLENTE
1249580,2010,FABIO TENORIO CAVALCANTI FRANCESCONI,TENORIO CAVALCANTI,190000002119,1433.0,RJ,PTB,14,,DEPUTADO FEDERAL,2000000.0,,,CASADO(A),MASCULINO,SUPERIOR COMPLETO,BRASILEIRA NATA,EMPRESARIO,,,SUPLENTE
1249581,2010,FABRICIA MIRANDA,FABRICIA MIRANDA,190000002120,3641.0,RJ,PTC,36,,DEPUTADO FEDERAL,2000000.0,,,SOLTEIRO(A),FEMININO,SUPERIOR COMPLETO,BRASILEIRA NATA,PROFESSOR DE ENSINO SUPERIOR,,,SUPLENTE
1249582,2010,FATIMA BAYMA DE OLIVEIRA,FATIMA BAYMA,190000001696,1143.0,AM,PP,11,,DEPUTADO FEDERAL,4000000.0,,,CASADO(A),FEMININO,SUPERIOR COMPLETO,BRASILEIRA NATA,PROFESSOR E INSTRUTOR DE FORMACAO PROFISSIONAL,,,SUPLENTE
1249583,2010,FATIMA CRISTINA ALVES,FATIMA ALVES,190000000849,1205.0,RJ,PDT,12,,DEPUTADO FEDERAL,950000.0,,,CASADO(A),FEMININO,SUPERIOR INCOMPLETO,BRASILEIRA NATA,AGENTE ADMINISTRATIVO,,,SUPLENTE
1249584,2010,FATIMA DOS SANTOS ASSIS,FATIMA ASSIS,190000001782,4423.0,RJ,PRP,44,,DEPUTADO FEDERAL,800000.0,,,SOLTEIRO(A),FEMININO,ENSINO FUNDAMENTAL COMPLETO,BRASILEIRA NATA,OUTROS,,,
1249585,2010,FELIPE LEONE BORNIER DE OLIVEIRA,FELIPE BORNIER,190000002121,3131.0,RJ,PHS,31,,DEPUTADO FEDERAL,2000000.0,,,SOLTEIRO(A),MASCULINO,SUPERIOR COMPLETO,BRASILEIRA NATA,DEPUTADO,,,ELEITO
1249586,2010,FERNANDA PEREIRA VIEIRA,FERNANDA VIEIRA,190000002221,7002.0,RJ,PT DO B,70,,DEPUTADO FEDERAL,3000000.0,,,SOLTEIRO(A),FEMININO,ENSINO MEDIO COMPLETO,BRASILEIRA NATA,OUTROS,,,REGISTRO NEGADO ANTES DA ELEICAO
1249587,2010,FERNANDO ANTONIO CECILIANO JORDAO,FERNANDO JORDAO,190000001697,1550.0,RJ,PMDB,15,,DEPUTADO FEDERAL,6000000.0,,,CASADO(A),MASCULINO,SUPERIOR COMPLETO,BRASILEIRA NATA,EMPRESARIO,,,SUPLENTE
1249588,2010,FERNANDO ANTONIO FOLGADO GONCALVES,FERNANDO GONCALVES,190000002122,1411.0,RJ,PTB,14,,DEPUTADO FEDERAL,2000000.0,,,CASADO(A),MASCULINO,SUPERIOR COMPLETO,BRASILEIRA NATA,DEPUTADO,,,SUPLENTE
1249589,2010,FERNANDO DE SOUZA DIAS,FERNANDO,190000001783,1715.0,RJ,PSL,17,,DEPUTADO FEDERAL,1500000.0,,,CASADO(A),MASCULINO,ENSINO MEDIO COMPLETO,BRASILEIRA NATA,POLICIAL MILITAR,,,SUPLENTE
1249590,2010,FERNANDO LEITE SIQUEIRA,FERNANDO SIQUEIRA,190000000850,1221.0,RJ,PDT,12,,DEPUTADO FEDERAL,950000.0,,,CASADO(A),MASCULINO,SUPERIOR COMPLETO,BRASILEIRA NATA,ENGENHEIRO,,,SUPLENTE
1249591,2010,FERNANDO LOPES DE ALMEIDA,FERNANDO LOPES,190000001698,1555.0,RJ,PMDB,15,,DEPUTADO FEDERAL,6000000.0,,,DIVORCIADO(A),MASCULINO,SUPERIOR COMPLETO,BRASILEIRA NATA,DEPUTADO,,,SUPLENTE
1249592,2010,FILIPE DE ALMEIDA PEREIRA,FILIPE PEREIRA,190000001699,2020.0,RJ,PSC,20,,DEPUTADO FEDERAL,2000000.0,,,CASADO(A),MASCULINO,SUPERIOR INCOMPLETO,BRASILEIRA NATA,DEPUTADO,,,ELEITO
1249593,2010,FLAUZINA DIORIO,FLAU,190000004072,4515.0,MG,PSDB,45,,DEPUTADO FEDERAL,2000000.0,,,SOLTEIRO(A),FEMININO,ENSINO MEDIO COMPLETO,BRASILEIRA NATA,SECRETARIO E DATILOGRAFO,,,
1249594,2010,FLAVIO GUEDES DE MEDEIROS,FLAVIO GUEDES,190000002514,2217.0,RJ,PR,22,,DEPUTADO FEDERAL,3000000.0,,,CASADO(A),MASCULINO,SUPERIOR COMPLETO,BRASILEIRA NATA,SERVIDOR PUBLICO ESTADUAL,,,SUPLENTE
1249595,2010,FLAVIO LEMOS DE SOUZA,FLAVIO LEMOS,190000003426,4377.0,RJ,PV,43,,DEPUTADO FEDERAL,1500000.0,,,CASADO(A),MASCULINO,SUPERIOR COMPLETO,BRASILEIRA NATA,OUTROS,,,SUPLENTE
1249596,2010,FLAVIO LUIZ DE SOUZA,FLAVIO LUIZ,190000001184,2340.0,RJ,PPS,23,,DEPUTADO FEDERAL,2000000.0,,,CASADO(A),MASCULINO,SUPERIOR COMPLETO,BRASILEIRA NATA,ADVOGADO,,,SUPLENTE
1249597,2010,FLORIANO PINTO DA FONSECA NETO,FLORIANO NETO,190000002123,1461.0,RJ,PTB,14,,DEPUTADO FEDERAL,2000000.0,,,CASADO(A),MASCULINO,SUPERIOR COMPLETO,BRASILEIRA NATA,ATLETA PROFISSIONAL E TECNICO EM DESPORTOS,,,SUPLENTE
1249598,2010,FRANCINELIO DA FONTE VIEIRA,IRMAO VIEIRA,190000001784,2808.0,RJ,PRTB,28,,DEPUTADO FEDERAL,1000000.0,,,CASADO(A),MASCULINO,SUPERIOR COMPLETO,BRASILEIRA NATA,"CORRETOR DE IMOVEIS, SEGUROS, TITULOS E VALORES",,,SUPLENTE
1249599,2010,FRANCISCO AFFONSO SOARES PINTADO NETO,XICO PINTADO,190000000670,4033.0,RJ,PSB,40,,DEPUTADO FEDERAL,800000.0,,,CASADO(A),MASCULINO,ENSINO MEDIO COMPLETO,BRASILEIRA NATA,EMPRESARIO,,,SUPLENTE
1249600,2010,FRANCISCO BORGES DO ROSARIO,CHIQUINHO DA GEBARA,190000002222,7031.0,RJ,PT DO B,70,,DEPUTADO FEDERAL,3000000.0,,,CASADO(A),MASCULINO,ENSINO FUNDAMENTAL COMPLETO,BRASILEIRA NATA,"BOMBEIRO E INSTALADOR DE GAS, AGUA, ESGOTO E ASSEMELHADOS",,,NAO ELEITO
1249601,2010,FRANCISCO CARLOS ACCIOLY NERY,CARLOS ACCIOLY,190000002124,3600.0,RJ,PTC,36,,DEPUTADO FEDERAL,2000000.0,,,CASADO(A),MASCULINO,ENSINO MEDIO COMPLETO,BRASILEIRA NATA,OCUPANTE DE CARGO EM COMISSAO,,,SUPLENTE
1249602,2010,FRANCISCO CARLOS DE ANDRADE PORTUGAL,FRANCISCO PORTUGAL,190000000150,1322.0,RJ,PT,13,,DEPUTADO FEDERAL,0.0,,,CASADO(A),MASCULINO,SUPERIOR COMPLETO,BRASILEIRA NATA,MEMBRO DAS FORCAS ARMADAS,,,SUPLENTE
1249603,2010,FRANCISCO DE ALMEIDA ROCHA JUNIOR,CAPITAO ALMEIDA JUNIOR,190000000151,1330.0,SP,PT,13,,DEPUTADO FEDERAL,0.0,,,DIVORCIADO(A),MASCULINO,SUPERIOR COMPLETO,BRASILEIRA NATA,MEMBRO DAS FORCAS ARMADAS,,,SUPLENTE
1249604,2010,FRANCISCO DE PAULA PEREIRA TRINDADE,FRANCISCO TRINDADE,190000002223,7000.0,RJ,PT DO B,70,,DEPUTADO FEDERAL,3000000.0,,,SOLTEIRO(A),MASCULINO,SUPERIOR COMPLETO,BRASILEIRA NATA,FARMACEUTICO,,,NAO ELEITO
